sample_name,ECG_HR,seg_drscc,mmw_HR_drscc,raw_CEP_HR,AMP_CEP_HR,BP_CEP_HR,Median_CEP_HR,Wavelet_CEP_HR,AMP->BP_CEP_HR,AMP->Median_CEP_HR,AMP->Wavelet_CEP_HR,BP->AMP_CEP_HR,BP->Median_CEP_HR,BP->Wavelet_CEP_HR,Median->AMP_CEP_HR,Median->BP_CEP_HR,Median->Wavelet_CEP_HR,Wavelet->AMP_CEP_HR,Wavelet->BP_CEP_HR,Wavelet->Median_CEP_HR,best_filter
sample_10,97.0,"[8.15, 38.15]",54.05273437500019,50.00000000000018,55.0000000000002,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,112.5000000000004,150.00000000000054,Median
sample_11,95.0,"[11.05, 41.05]",54.63867187500019,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
sample_12,89.0,"[29.20, 59.20]",76.31835937499892,42.85714285714225,49.99999999999929,46.42857142857077,74.99999999999893,99.99999999999858,42.85714285714225,74.99999999999893,149.99999999999787,49.99999999999929,99.99999999999858,99.99999999999858,99.99999999999858,49.99999999999929,99.99999999999858,99.99999999999858,49.99999999999929,149.99999999999787,Wavelet
sample_13,111.0,"[25.78, 55.78]",117.04101562499834,59.99999999999915,59.99999999999915,49.99999999999929,99.99999999999858,99.99999999999858,54.99999999999922,99.99999999999858,99.99999999999858,59.99999999999915,99.99999999999858,99.99999999999858,99.99999999999858,42.85714285714225,99.99999999999858,124.99999999999822,49.99999999999929,149.99999999999787,Median
sample_14,106.0,"[22.34, 52.34]",55.07812500000019,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,75.00000000000027,150.00000000000054,100.00000000000036,42.85714285714301,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median
sample_15,95.0,"[11.23, 41.23]",99.75585937500036,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,125.00000000000045,150.00000000000054,Median
sample_16,97.0,"[8.19, 38.19]",145.7519531250005,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,100.00000000000036,50.00000000000018,100.00000000000036,125.00000000000045,50.00000000000018,150.00000000000054,Median
sample_17,108.0,"[26.38, 56.38]",92.70751953128328,49.833333333351234,49.833333333351234,49.833333333351234,99.66666666670247,99.66666666670247,49.833333333351234,99.66666666670247,99.66666666670247,59.80000000002148,99.66666666670247,99.66666666670247,99.66666666670247,49.833333333351234,149.5000000000537,99.66666666670247,49.833333333351234,149.5000000000537,Median
sample_18,99.0,"[6.19, 36.19]",95.65429687500034,50.00000000000018,55.0000000000002,50.00000000000018,100.00000000000036,125.00000000000045,50.00000000000018,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median
sample_19,93.0,"[7.57, 37.57]",73.68164062500027,46.428571428571594,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,75.00000000000027,100.00000000000036,100.00000000000036,42.85714285714301,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median
