sample_name,ECG_HR,seg_drscc,mmw_HR_drscc,start,end,raw_HR,AMP_HR,BP_HR,Median_HR,Wavelet_HR,AMP->BP_HR,AMP->Median_HR,AMP->Wavelet_HR,BP->AMP_HR,BP->Median_HR,BP->Wavelet_HR,Median->AMP_HR,Median->BP_HR,Median->Wavelet_HR,Wavelet->AMP_HR,Wavelet->BP_HR,Wavelet->Median_HR
sample_57,95.0,"[0.06, 30.06]",72.45006025109568,0.06,30.06,124.94966180567911,124.94966180567911,124.94966180567911,70.28418476569449,124.94966180567911,124.94966180567911,70.28418476569449,124.94966180567911,124.94966180567911,70.28418476569449,70.28418476569449,70.28418476569449,70.28418476569449,62.47483090283956,78.09353862854944,124.94966180567911,70.28418476569449
sample_58,91.0,"[17.08, 47.08]",122.06628579516271,17.08,47.08,124.99587665424659,124.99587665424659,124.99587665424659,62.49793832712329,109.37139207246577,124.99587665424659,62.49793832712329,54.68569603623288,124.99587665424659,70.3101806180137,117.18363436335618,62.49793832712329,62.49793832712329,62.49793832712329,109.37139207246577,109.37139207246577,54.68569603623288
sample_59,90.0,"[20.42, 50.42]",67.26574203062154,20.42,50.42,179.61936012530595,179.61936012530595,70.28583657077189,179.61936012530595,117.14306095128649,70.28583657077189,179.61936012530595,132.76213574479135,70.28583657077189,70.28583657077189,70.28583657077189,179.61936012530595,70.28583657077189,62.47629917401946,70.28583657077189,117.14306095128649,70.28583657077189
sample_60,84.0,"[22.01, 52.01]",178.69064941617629,22.01,52.01,132.82010354555064,132.82010354555064,132.82010354555064,179.69778714986265,132.82010354555064,132.82010354555064,179.69778714986265,132.82010354555064,132.82010354555064,78.12947267385331,132.82010354555064,179.69778714986265,132.82010354555064,132.82010354555064,132.82010354555064,132.82010354555064,62.503578139082656
sample_61,83.0,"[23.19, 53.19]",122.69286794249288,23.19,53.19,125.01243460011214,125.01243460011214,125.01243460011214,70.31949446256309,125.01243460011214,125.01243460011214,70.31949446256309,117.19915743760514,125.01243460011214,70.31949446256309,125.01243460011214,70.31949446256309,70.31949446256309,70.31949446256309,125.01243460011214,125.01243460011214,70.31949446256309
sample_62,78.0,"[12.47, 42.47]",70.63387618831682,12.47,42.47,70.29825085869629,70.29825085869629,70.29825085869629,70.29825085869629,117.16375143116049,70.29825085869629,70.29825085869629,117.16375143116049,70.29825085869629,70.29825085869629,117.16375143116049,70.29825085869629,70.29825085869629,70.29825085869629,117.16375143116049,117.16375143116049,46.8655005724642
sample_63,66.0,"[7.36, 37.36]",131.30214721836336,7.36,37.36,70.35352260258354,70.35352260258354,70.35352260258354,70.35352260258354,62.53646453562982,70.35352260258354,70.35352260258354,117.2558710043059,70.35352260258354,70.35352260258354,70.35352260258354,70.35352260258354,70.35352260258354,70.35352260258354,70.35352260258354,62.53646453562982,70.35352260258354
sample_64,66.0,"[9.56, 39.56]",112.730492874479,9.56,39.56,179.6365743017408,179.6365743017408,70.2925725528551,70.2925725528551,54.67200087444285,70.2925725528551,70.2925725528551,54.67200087444285,70.2925725528551,70.2925725528551,70.2925725528551,70.2925725528551,70.2925725528551,70.2925725528551,54.67200087444285,54.67200087444285,54.67200087444285
sample_65,69.0,"[17.73, 47.73]",70.95578641727101,17.73,47.73,179.69362168812546,179.69362168812546,70.31489544317954,70.31489544317954,54.68936312247297,70.31489544317954,70.31489544317954,54.68936312247297,70.31489544317954,70.31489544317954,117.19149240529921,70.31489544317954,70.31489544317954,70.31489544317954,54.68936312247297,54.68936312247297,54.68936312247297
sample_66,61.0,"[0.62, 30.62]",130.17106498405764,0.62,30.62,132.82637158513927,132.82637158513927,132.82637158513927,70.31984378036785,132.82637158513927,132.82637158513927,70.31984378036785,132.82637158513927,132.82637158513927,62.50652780477141,132.82637158513927,62.50652780477141,70.31984378036785,70.31984378036785,140.6396875607357,132.82637158513927,46.87989585357856
